datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
8/19/11 19:00,3,0,1,3,25.42,29.545,73,31.0009,33,132,165
8/19/11 20:00,3,0,1,3,25.42,28.79,83,19.9995,12,46,58
8/19/11 21:00,3,0,1,1,25.42,28.79,83,8.9981,18,89,107
8/19/11 22:00,3,0,1,1,24.6,27.275,88,8.9981,25,97,122
8/19/11 23:00,3,0,1,2,24.6,27.275,88,6.0032,18,88,106
9/18/11 0:00,3,0,0,1,18.86,22.725,77,15.0013,24,88,112
9/18/11 1:00,3,0,0,1,18.86,22.725,77,15.0013,13,66,79
9/18/11 2:00,3,0,0,1,18.04,21.97,82,16.9979,21,68,89
9/18/11 3:00,3,0,0,1,18.04,21.97,82,12.998,11,25,36
9/18/11 4:00,3,0,0,1,18.04,21.97,77,15.0013,1,0,1
9/18/11 5:00,3,0,0,1,18.04,21.97,77,15.0013,1,5,6
9/18/11 6:00,3,0,0,1,18.04,21.97,77,16.9979,2,10,12
9/18/11 7:00,3,0,0,1,18.86,22.725,72,15.0013,15,29,44
9/18/11 8:00,3,0,0,1,18.86,22.725,72,16.9979,16,53,69
9/18/11 9:00,3,0,0,1,19.68,23.485,67,16.9979,46,94,140
9/18/11 10:00,3,0,0,1,20.5,24.24,72,11.0014,82,178,260
9/18/11 11:00,3,0,0,1,21.32,25,68,15.0013,116,201,317
9/18/11 12:00,3,0,0,1,22.14,25.76,64,8.9981,135,229,364
9/18/11 13:00,3,0,0,1,22.96,26.515,60,8.9981,162,214,376
9/18/11 14:00,3,0,0,2,23.78,27.275,56,8.9981,127,184,311
9/18/11 15:00,3,0,0,2,23.78,27.275,60,8.9981,132,233,365
9/18/11 16:00,3,0,0,2,22.96,26.515,64,11.0014,134,235,369
9/18/11 17:00,3,0,0,2,22.96,26.515,64,12.998,95,230,325
9/18/11 18:00,3,0,0,2,22.96,26.515,60,7.0015,66,223,289
9/18/11 19:00,3,0,0,2,22.14,25.76,68,7.0015,54,191,245
9/18/11 20:00,3,0,0,2,22.14,25.76,68,6.0032,44,136,180
9/18/11 21:00,3,0,0,2,22.14,25.76,68,6.0032,37,110,147
9/18/11 22:00,3,0,0,2,22.14,25.76,68,6.0032,9,75,84
9/18/11 23:00,3,0,0,1,22.14,25.76,68,12.998,10,44,54
9/19/11 0:00,3,0,1,2,21.32,25,72,11.0014,14,23,37
9/19/11 1:00,3,0,1,2,21.32,25,72,7.0015,3,7,10
9/19/11 2:00,3,0,1,2,21.32,25,72,8.9981,6,7,13
9/19/11 3:00,3,0,1,2,20.5,24.24,77,8.9981,1,4,5
9/19/11 4:00,3,0,1,2,20.5,24.24,77,11.0014,2,6,8
9/19/11 5:00,3,0,1,2,20.5,24.24,77,12.998,2,26,28
9/19/11 6:00,3,0,1,1,20.5,24.24,77,15.0013,6,107,113
9/19/11 7:00,3,0,1,2,20.5,24.24,82,15.0013,20,312,332
9/19/11 8:00,3,0,1,2,21.32,25,77,8.9981,29,391,420
9/19/11 9:00,3,0,1,2,22.14,25.76,68,11.0014,32,183,215
9/19/11 10:00,3,0,1,2,22.96,26.515,64,8.9981,21,84,105
9/19/11 11:00,3,0,1,2,23.78,27.275,64,11.0014,41,98,139
9/19/11 12:00,3,0,1,2,23.78,27.275,60,6.0032,51,138,189
9/19/11 13:00,3,0,1,2,24.6,30.305,60,0,53,124,177
9/19/11 14:00,3,0,1,2,24.6,30.305,60,12.998,45,143,188
9/19/11 15:00,3,0,1,2,24.6,30.305,60,15.0013,44,143,187
9/19/11 16:00,3,0,1,2,24.6,30.305,60,11.0014,55,208,263
9/19/11 17:00,3,0,1,2,23.78,27.275,64,8.9981,85,483,568
9/19/11 18:00,3,0,1,2,22.96,26.515,68,8.9981,56,484,540
9/19/11 19:00,3,0,1,2,22.96,26.515,68,7.0015,41,333,374
9/19/11 20:00,3,0,1,2,22.96,26.515,68,8.9981,27,204,231
9/19/11 21:00,3,0,1,2,22.96,26.515,68,11.0014,19,181,200
9/19/11 22:00,3,0,1,2,22.96,26.515,68,11.0014,25,104,129
9/19/11 23:00,3,0,1,2,22.96,26.515,73,12.998,13,55,68
10/18/11 0:00,4,0,1,1,19.68,23.485,82,0,8,23,31
10/18/11 1:00,4,0,1,2,18.86,22.725,88,0,4,7,11
10/18/11 2:00,4,0,1,1,18.04,21.97,94,6.0032,1,4,5
10/18/11 3:00,4,0,1,1,18.04,21.97,94,6.0032,0,1,1
10/18/11 4:00,4,0,1,2,18.04,21.97,94,7.0015,0,4,4
10/18/11 5:00,4,0,1,2,18.86,22.725,88,0,2,19,21
10/18/11 6:00,4,0,1,1,18.86,22.725,82,6.0032,4,105,109
10/18/11 7:00,4,0,1,1,18.86,22.725,88,6.0032,15,326,341
10/18/11 8:00,4,0,1,1,20.5,24.24,77,6.0032,25,474,499
10/18/11 9:00,4,0,1,2,21.32,25,77,6.0032,29,198,227
10/18/11 10:00,4,0,1,2,22.96,26.515,68,0,27,75,102
10/18/11 11:00,4,0,1,2,24.6,31.06,49,7.0015,35,112,147
10/18/11 12:00,4,0,1,2,25.42,31.06,43,6.0032,42,159,201
10/18/11 13:00,4,0,1,2,26.24,31.06,38,12.998,48,171,219
10/18/11 14:00,4,0,1,2,25.42,31.06,41,11.0014,32,137,169
10/18/11 15:00,4,0,1,1,25.42,31.06,50,12.998,66,139,205
10/18/11 16:00,4,0,1,1,25.42,31.06,57,16.9979,58,246,304
10/18/11 17:00,4,0,1,1,24.6,30.305,60,8.9981,72,553,625
10/18/11 18:00,4,0,1,1,22.96,26.515,68,7.0015,58,512,570
10/18/11 19:00,4,0,1,1,22.96,26.515,60,7.0015,31,286,317
10/18/11 20:00,4,0,1,1,22.14,25.76,64,11.0014,23,204,227
10/18/11 21:00,4,0,1,2,22.14,25.76,68,8.9981,28,178,206
10/18/11 22:00,4,0,1,2,21.32,25,77,11.0014,22,115,137
10/18/11 23:00,4,0,1,2,21.32,25,77,12.998,7,63,70
10/19/11 0:00,4,0,1,2,21.32,25,77,12.998,11,23,34
10/19/11 1:00,4,0,1,2,21.32,25,77,12.998,7,9,16
10/19/11 2:00,4,0,1,2,21.32,25,77,12.998,1,6,7
10/19/11 4:00,4,0,1,3,20.5,24.24,94,12.998,0,3,3
10/19/11 5:00,4,0,1,3,20.5,24.24,100,7.0015,0,3,3
10/19/11 6:00,4,0,1,3,21.32,25,83,16.9979,3,28,31
10/19/11 7:00,4,0,1,3,21.32,25,77,16.9979,1,67,68
10/19/11 8:00,4,0,1,3,22.14,25.76,70,32.9975,10,200,210
10/19/11 9:00,4,0,1,3,21.32,25,88,32.9975,17,185,202
10/19/11 10:00,4,0,1,3,21.32,25,88,32.9975,14,109,123
10/19/11 11:00,4,0,1,3,21.32,25,94,16.9979,33,116,149
10/19/11 12:00,4,0,1,3,21.32,25,94,22.0028,13,117,130
10/19/11 13:00,4,0,1,2,22.14,25.76,94,19.0012,20,86,106
10/19/11 14:00,4,0,1,3,22.14,25.76,94,11.0014,17,80,97
10/19/11 15:00,4,0,1,3,22.14,25.76,100,8.9981,21,99,120
10/19/11 16:00,4,0,1,3,22.96,26.515,94,11.0014,21,180,201
10/19/11 17:00,4,0,1,3,22.96,26.515,94,11.0014,11,170,181
10/19/11 18:00,4,0,1,3,22.96,26.515,100,11.0014,8,132,140
10/19/11 19:00,4,0,1,2,24.6,27.275,88,8.9981,8,189,197
10/19/11 20:00,4,0,1,3,24.6,25.76,94,6.0032,5,140,145
10/19/11 21:00,4,0,1,2,23.78,27.275,94,8.9981,6,79,85
10/19/11 22:00,4,0,1,2,23.78,27.275,94,23.9994,13,94,107
10/19/11 23:00,4,0,1,2,23.78,27.275,94,23.9994,14,55,69
11/18/11 0:00,4,0,1,1,10.66,12.88,48,11.0014,2,28,30
11/18/11 1:00,4,0,1,1,10.66,11.365,44,22.0028,0,10,10
11/18/11 2:00,4,0,1,1,9.84,11.365,44,15.0013,2,8,10
11/18/11 3:00,4,0,1,1,9.84,10.605,41,19.0012,0,2,2
11/18/11 4:00,4,0,1,1,9.02,11.365,44,11.0014,0,5,5
11/18/11 5:00,4,0,1,1,9.02,11.365,44,8.9981,0,22,22
11/18/11 6:00,4,0,1,1,9.02,12.88,44,6.0032,1,70,71
11/18/11 7:00,4,0,1,1,9.02,11.365,44,11.0014,5,211,216
11/18/11 8:00,4,0,1,1,9.02,11.365,44,12.998,6,369,375
11/18/11 9:00,4,0,1,1,10.66,12.88,41,12.998,6,207,213
11/18/11 10:00,4,0,1,1,10.66,12.12,41,19.0012,10,105,115
11/18/11 11:00,4,0,1,1,12.3,15.15,36,8.9981,18,122,140
11/18/11 12:00,4,0,1,1,13.12,16.665,33,0,22,143,165
11/18/11 13:00,4,0,1,1,13.94,15.91,31,15.0013,31,146,177
11/18/11 14:00,4,0,1,1,13.94,16.665,31,8.9981,31,123,154
11/18/11 15:00,4,0,1,1,13.94,16.665,29,8.9981,27,151,178
11/18/11 16:00,4,0,1,1,13.94,16.665,29,8.9981,19,190,209
11/18/11 17:00,4,0,1,1,13.12,16.665,31,8.9981,17,361,378
11/18/11 18:00,4,0,1,1,12.3,15.15,36,11.0014,16,312,328
11/18/11 19:00,4,0,1,1,11.48,13.635,41,11.0014,7,183,190
11/18/11 20:00,4,0,1,1,11.48,13.635,48,12.998,8,129,137
11/18/11 21:00,4,0,1,1,11.48,13.635,48,11.0014,3,108,111
11/18/11 22:00,4,0,1,1,10.66,13.635,52,7.0015,9,88,97
11/18/11 23:00,4,0,1,1,10.66,13.635,60,8.9981,5,54,59
11/19/11 0:00,4,0,0,1,10.66,12.88,56,12.998,4,49,53
11/19/11 1:00,4,0,0,1,10.66,11.365,52,19.9995,1,34,35
11/19/11 2:00,4,0,0,1,9.84,12.12,56,11.0014,12,34,46
11/19/11 3:00,4,0,0,1,10.66,12.12,48,16.9979,4,11,15
11/19/11 4:00,4,0,0,1,10.66,11.365,48,22.0028,4,4,8
11/19/11 5:00,4,0,0,1,9.84,11.365,56,16.9979,0,2,2
11/19/11 6:00,4,0,0,1,9.84,10.605,60,22.0028,2,10,12
11/19/11 7:00,4,0,0,1,9.84,11.365,60,16.9979,3,38,41
11/19/11 8:00,4,0,0,1,10.66,12.12,56,16.9979,12,80,92
11/19/11 9:00,4,0,0,1,11.48,12.88,52,19.9995,12,130,142
11/19/11 10:00,4,0,0,1,13.12,15.15,45,16.9979,35,165,200
11/19/11 11:00,4,0,0,1,14.76,18.94,40,0,50,183,233
11/19/11 12:00,4,0,0,1,16.4,20.455,35,19.0012,93,218,311
11/19/11 13:00,4,0,0,1,17.22,21.21,30,19.0012,118,245,363
11/19/11 14:00,4,0,0,1,17.22,21.21,32,19.9995,121,228,349
11/19/11 15:00,4,0,0,1,17.22,21.21,41,12.998,120,262,382
11/19/11 16:00,4,0,0,1,17.22,21.21,38,19.9995,99,188,287
11/19/11 17:00,4,0,0,1,16.4,20.455,40,12.998,61,171,232
11/19/11 18:00,4,0,0,1,15.58,19.695,46,8.9981,36,172,208
11/19/11 19:00,4,0,0,2,13.94,16.665,71,8.9981,33,149,182
11/19/11 20:00,4,0,0,2,14.76,18.18,57,7.0015,48,115,163
11/19/11 21:00,4,0,0,2,14.76,17.425,62,12.998,29,79,108
11/19/11 22:00,4,0,0,2,15.58,19.695,62,11.0014,26,80,106
11/19/11 23:00,4,0,0,1,15.58,19.695,62,15.0013,20,73,93
12/18/11 0:00,4,0,0,1,8.2,10.605,75,8.9981,7,64,71
12/18/11 1:00,4,0,0,1,8.2,11.365,69,7.0015,3,43,46
12/18/11 2:00,4,0,0,1,9.02,12.12,55,7.0015,2,39,41
12/18/11 3:00,4,0,0,1,9.02,10.605,55,15.0013,2,16,18
12/18/11 4:00,4,0,0,1,9.02,10.605,55,15.0013,0,1,1
12/18/11 5:00,4,0,0,1,8.2,11.365,59,7.0015,1,4,5
12/18/11 6:00,4,0,0,1,8.2,10.605,59,8.9981,0,3,3
12/18/11 7:00,4,0,0,1,8.2,10.605,59,11.0014,1,11,12
12/18/11 8:00,4,0,0,1,8.2,12.88,69,0,1,31,32
12/18/11 9:00,4,0,0,1,9.02,11.365,64,11.0014,6,75,81
12/18/11 10:00,4,0,0,1,9.84,11.365,60,16.9979,7,122,129
12/18/11 11:00,4,0,0,2,9.84,11.365,60,15.0013,20,168,188
12/18/11 12:00,4,0,0,1,10.66,12.88,60,15.0013,26,202,228
12/18/11 13:00,4,0,0,1,12.3,13.635,49,19.9995,18,210,228
12/18/11 14:00,4,0,0,1,12.3,14.395,49,19.0012,19,200,219
12/18/11 15:00,4,0,0,1,13.12,15.15,45,19.0012,23,184,207
12/18/11 16:00,4,0,0,1,11.48,13.635,48,16.9979,27,207,234
12/18/11 17:00,4,0,0,1,11.48,13.635,46,11.0014,10,126,136
12/18/11 18:00,4,0,0,1,11.48,13.635,45,12.998,15,123,138
12/18/11 19:00,4,0,0,1,10.66,13.635,52,8.9981,5,130,135
12/18/11 20:00,4,0,0,1,9.84,12.88,60,7.0015,10,94,104
12/18/11 21:00,4,0,0,1,9.02,13.635,64,0,9,80,89
12/18/11 22:00,4,0,0,1,9.02,11.365,75,12.998,2,47,49
12/18/11 23:00,4,0,0,1,8.2,11.365,75,7.0015,6,31,37
12/19/11 0:00,4,0,1,1,8.2,11.365,75,6.0032,3,14,17
12/19/11 1:00,4,0,1,1,7.38,10.605,80,6.0032,3,8,11
12/19/11 2:00,4,0,1,1,7.38,10.605,80,6.0032,0,3,3
12/19/11 3:00,4,0,1,1,6.56,9.85,86,6.0032,0,3,3
12/19/11 4:00,4,0,1,1,6.56,9.09,86,8.9981,0,4,4
12/19/11 5:00,4,0,1,1,5.74,8.335,93,7.0015,0,21,21
12/19/11 6:00,4,0,1,1,6.56,9.09,86,7.0015,0,68,68
12/19/11 7:00,4,0,1,1,7.38,10.605,74,7.0015,4,187,191
12/19/11 8:00,4,0,1,1,8.2,9.85,75,12.998,8,389,397
12/19/11 9:00,4,0,1,1,9.02,10.605,69,15.0013,17,166,183
12/19/11 10:00,4,0,1,1,9.84,11.365,67,12.998,12,96,108
12/19/11 11:00,4,0,1,1,10.66,12.12,65,16.9979,22,105,127
12/19/11 12:00,4,0,1,1,12.3,13.635,61,22.0028,13,128,141
12/19/11 13:00,4,0,1,1,13.94,15.15,49,22.0028,15,127,142
12/19/11 14:00,4,0,1,1,14.76,17.425,46,15.0013,30,107,137
12/19/11 15:00,4,0,1,1,15.58,19.695,46,11.0014,24,135,159
12/19/11 16:00,4,0,1,1,16.4,20.455,40,16.9979,19,189,208
12/19/11 17:00,4,0,1,1,15.58,19.695,46,12.998,16,362,378
12/19/11 18:00,4,0,1,1,14.76,17.425,50,12.998,11,343,354
12/19/11 19:00,4,0,1,2,14.76,17.425,53,11.0014,17,234,251
12/19/11 20:00,4,0,1,1,16.4,20.455,40,11.0014,9,197,206
12/19/11 21:00,4,0,1,2,14.76,17.425,53,8.9981,15,112,127
12/19/11 22:00,4,0,1,2,14.76,17.425,57,11.0014,12,95,107
12/19/11 23:00,4,0,1,1,14.76,17.425,53,11.0014,10,50,60
1/18/12 0:00,1,0,1,2,18.86,22.725,77,22.0028,3,14,17
1/18/12 1:00,1,0,1,2,18.86,22.725,77,22.0028,0,10,10
1/18/12 2:00,1,0,1,2,18.04,21.97,51,32.9975,1,1,2
1/18/12 3:00,1,0,1,2,18.04,21.97,51,32.9975,1,3,4
1/18/12 4:00,1,0,1,1,13.94,14.395,46,35.0008,0,1,1
1/18/12 5:00,1,0,1,1,13.94,14.395,46,35.0008,0,29,29
1/18/12 6:00,1,0,1,1,13.94,14.395,36,35.0008,0,88,88
1/18/12 7:00,1,0,1,1,13.12,14.395,42,23.9994,1,262,263
1/18/12 8:00,1,0,1,1,12.3,13.635,52,27.9993,15,474,489
1/18/12 9:00,1,0,1,1,11.48,12.88,52,22.0028,6,196,202
1/18/12 10:00,1,0,1,1,12.3,13.635,42,31.0009,5,88,93
1/18/12 11:00,1,0,1,1,12.3,13.635,42,26.0027,4,110,114
1/18/12 12:00,1,0,1,1,12.3,12.88,39,32.9975,6,155,161
1/18/12 13:00,1,0,1,1,12.3,13.635,42,31.0009,6,124,130
1/18/12 14:00,1,0,1,1,12.3,13.635,33,26.0027,7,98,105
1/18/12 15:00,1,0,1,1,12.3,12.88,33,35.0008,8,122,130
1/18/12 16:00,1,0,1,1,11.48,11.365,30,35.0008,13,163,176
1/18/12 17:00,1,0,1,1,10.66,10.605,33,30.0026,8,338,346
1/18/12 18:00,1,0,1,1,9.84,10.605,32,23.9994,8,347,355
1/18/12 19:00,1,0,1,1,9.02,9.85,37,26.0027,5,251,256
1/18/12 20:00,1,0,1,1,9.02,10.605,37,16.9979,1,164,165
1/18/12 21:00,1,0,1,1,8.2,8.335,40,27.9993,5,119,124
1/18/12 22:00,1,0,1,1,7.38,8.335,47,16.9979,4,74,78
1/18/12 23:00,1,0,1,1,6.56,6.82,47,19.9995,2,36,38
1/19/12 0:00,1,0,1,1,5.74,6.82,50,12.998,0,16,16
1/19/12 1:00,1,0,1,1,5.74,7.575,50,11.0014,0,5,5
1/19/12 2:00,1,0,1,1,5.74,7.575,50,8.9981,0,3,3
1/19/12 3:00,1,0,1,1,4.92,7.575,54,7.0015,0,4,4
1/19/12 4:00,1,0,1,1,4.92,7.575,54,7.0015,0,1,1
1/19/12 5:00,1,0,1,1,4.92,6.06,55,16.9979,0,19,19
1/19/12 6:00,1,0,1,1,4.92,6.82,54,11.0014,0,86,86
1/19/12 7:00,1,0,1,1,4.92,8.335,54,6.0032,2,204,206
1/19/12 8:00,1,0,1,1,4.92,7.575,54,7.0015,9,414,423
1/19/12 9:00,1,0,1,1,4.92,9.85,54,0,6,204,210
1/19/12 10:00,1,0,1,1,5.74,10.605,59,0,10,98,108
1/19/12 11:00,1,0,1,1,6.56,8.335,55,11.0014,6,93,99
1/19/12 12:00,1,0,1,1,8.2,9.85,51,12.998,5,106,111
1/19/12 13:00,1,0,1,1,9.02,10.605,47,19.0012,6,118,124
1/19/12 14:00,1,0,1,1,9.84,11.365,44,12.998,15,104,119
1/19/12 15:00,1,0,1,1,10.66,11.365,44,19.9995,9,118,127
1/19/12 16:00,1,0,1,1,10.66,11.365,41,22.0028,8,185,193
1/19/12 17:00,1,0,1,2,10.66,11.365,44,22.0028,21,364,385
1/19/12 18:00,1,0,1,2,10.66,11.365,44,22.0028,16,345,361
1/19/12 19:00,1,0,1,2,10.66,11.365,48,19.9995,5,229,234
1/19/12 20:00,1,0,1,1,10.66,10.605,52,30.0026,7,184,191
1/19/12 21:00,1,0,1,1,10.66,11.365,44,23.9994,4,117,121
1/19/12 22:00,1,0,1,2,10.66,11.365,44,27.9993,0,90,90
1/19/12 23:00,1,0,1,1,10.66,11.365,48,22.0028,1,55,56
2/18/12 0:00,1,0,0,1,13.94,16.665,42,11.0014,5,81,86
2/18/12 1:00,1,0,0,1,13.12,15.91,49,11.0014,7,38,45
2/18/12 2:00,1,0,0,1,12.3,14.395,61,16.9979,6,39,45
2/18/12 3:00,1,0,0,1,11.48,14.395,65,7.0015,3,15,18
2/18/12 4:00,1,0,0,1,10.66,15.15,70,0,3,4,7
2/18/12 5:00,1,0,0,1,9.84,12.88,70,6.0032,0,1,1
2/18/12 6:00,1,0,0,1,9.84,14.395,70,0,1,8,9
2/18/12 7:00,1,0,0,1,9.84,14.395,70,0,8,33,41
2/18/12 8:00,1,0,0,1,9.02,13.635,87,0,10,92,102
2/18/12 9:00,1,0,0,1,9.02,12.12,80,7.0015,22,116,138
2/18/12 10:00,1,0,0,1,10.66,13.635,81,7.0015,48,157,205
2/18/12 11:00,1,0,0,1,13.12,16.665,57,8.9981,102,184,286
2/18/12 12:00,1,0,0,1,14.76,17.425,43,12.998,128,241,369
2/18/12 13:00,1,0,0,1,16.4,20.455,43,19.0012,165,219,384
2/18/12 14:00,1,0,0,1,18.04,21.97,35,23.9994,183,244,427
2/18/12 15:00,1,0,0,1,17.22,21.21,41,16.9979,229,270,499
2/18/12 16:00,1,0,0,1,18.04,21.97,44,22.0028,186,218,404
2/18/12 17:00,1,0,0,1,19.68,23.485,36,19.0012,142,222,364
2/18/12 18:00,1,0,0,1,18.86,22.725,38,19.9995,70,176,246
2/18/12 19:00,1,0,0,1,18.04,21.97,44,11.0014,38,150,188
2/18/12 20:00,1,0,0,1,18.04,21.97,44,11.0014,25,123,148
2/18/12 21:00,1,0,0,1,18.04,21.97,33,19.9995,25,89,114
2/18/12 22:00,1,0,0,1,16.4,20.455,40,30.0026,17,101,118
2/18/12 23:00,1,0,0,2,14.76,16.665,40,26.0027,12,62,74
2/19/12 0:00,1,0,0,2,13.94,15.15,39,23.9994,9,65,74
2/19/12 1:00,1,0,0,2,13.12,15.15,39,16.9979,10,62,72
2/19/12 2:00,1,0,0,2,12.3,14.395,36,19.0012,3,45,48
2/19/12 3:00,1,0,0,2,12.3,14.395,36,15.0013,3,12,15
2/19/12 4:00,1,0,0,2,11.48,12.88,41,26.0027,0,3,3
2/19/12 5:00,1,0,0,2,10.66,11.365,48,19.9995,1,1,2
2/19/12 6:00,1,0,0,1,9.84,10.605,52,22.0028,0,5,5
2/19/12 7:00,1,0,0,2,9.84,10.605,52,19.0012,2,12,14
2/19/12 8:00,1,0,0,2,9.84,11.365,56,12.998,8,48,56
2/19/12 9:00,1,0,0,2,9.84,11.365,56,16.9979,20,73,93
2/19/12 10:00,1,0,0,2,10.66,12.12,52,16.9979,49,142,191
2/19/12 11:00,1,0,0,2,10.66,11.365,56,22.0028,82,144,226
2/19/12 12:00,1,0,0,2,11.48,13.635,52,16.9979,71,184,255
2/19/12 13:00,1,0,0,1,12.3,15.15,49,11.0014,64,197,261
2/19/12 14:00,1,0,0,2,13.12,15.91,45,12.998,48,189,237
2/19/12 15:00,1,0,0,2,12.3,14.395,49,12.998,85,168,253
2/19/12 16:00,1,0,0,2,13.12,15.15,45,19.0012,62,150,212
2/19/12 17:00,1,0,0,2,12.3,14.395,49,16.9979,22,135,157
2/19/12 18:00,1,0,0,2,12.3,13.635,49,22.0028,23,144,167
2/19/12 19:00,1,0,0,2,12.3,14.395,52,16.9979,18,101,119
2/19/12 20:00,1,0,0,2,12.3,14.395,52,19.0012,22,81,103
2/19/12 21:00,1,0,0,3,10.66,12.88,65,11.0014,3,33,36
2/19/12 22:00,1,0,0,3,9.84,12.88,75,6.0032,8,47,55
2/19/12 23:00,1,0,0,2,9.02,11.365,93,11.0014,5,30,35
3/18/12 0:00,1,0,0,1,18.86,22.725,88,12.998,27,80,107
3/18/12 1:00,1,0,0,1,18.86,22.725,82,8.9981,25,88,113
3/18/12 2:00,1,0,0,2,18.86,22.725,82,7.0015,15,41,56
3/18/12 3:00,1,0,0,2,18.04,21.97,88,8.9981,3,15,18
3/18/12 4:00,1,0,0,2,17.22,21.21,94,11.0014,6,8,14
3/18/12 5:00,1,0,0,2,16.4,20.455,94,7.0015,0,6,6
3/18/12 6:00,1,0,0,2,16.4,20.455,94,7.0015,2,9,11
3/18/12 7:00,1,0,0,3,17.22,21.21,88,11.0014,17,25,42
3/18/12 8:00,1,0,0,2,17.22,21.21,88,7.0015,25,71,96
3/18/12 9:00,1,0,0,2,17.22,21.21,88,6.0032,65,113,178
3/18/12 10:00,1,0,0,2,17.22,21.21,88,7.0015,139,212,351
3/18/12 11:00,1,0,0,2,18.04,21.97,82,11.0014,129,239,368
3/18/12 12:00,1,0,0,2,18.04,21.97,88,8.9981,222,281,503
3/18/12 13:00,1,0,0,2,18.86,22.725,82,11.0014,198,346,544
3/18/12 14:00,1,0,0,2,20.5,24.24,77,6.0032,218,303,521
3/18/12 15:00,1,0,0,1,22.14,25.76,68,6.0032,240,314,554
3/18/12 16:00,1,0,0,1,22.14,25.76,73,6.0032,229,312,541
3/18/12 17:00,1,0,0,1,22.96,26.515,64,6.0032,233,308,541
3/18/12 18:00,1,0,0,1,22.96,26.515,64,11.0014,165,294,459
3/18/12 19:00,1,0,0,1,22.96,26.515,64,11.0014,118,234,352
3/18/12 20:00,1,0,0,1,21.32,25,77,8.9981,59,139,198
3/18/12 21:00,1,0,0,1,21.32,25,72,6.0032,44,129,173
3/18/12 22:00,1,0,0,1,20.5,24.24,77,7.0015,21,79,100
3/18/12 23:00,1,0,0,1,19.68,23.485,82,11.0014,7,39,46
3/19/12 0:00,1,0,1,1,19.68,23.485,82,7.0015,4,19,23
3/19/12 1:00,1,0,1,1,18.86,22.725,88,7.0015,0,15,15
3/19/12 2:00,1,0,1,1,18.86,22.725,88,11.0014,1,7,8
3/19/12 3:00,1,0,1,1,18.86,22.725,88,6.0032,0,2,2
3/19/12 4:00,1,0,1,1,18.04,21.97,94,0,0,3,3
3/19/12 5:00,1,0,1,1,18.04,21.97,94,0,0,31,31
3/19/12 6:00,1,0,1,1,18.86,22.725,88,8.9981,2,118,120
3/19/12 7:00,1,0,1,1,18.86,22.725,88,12.998,25,329,354
3/19/12 8:00,1,0,1,1,18.86,22.725,88,7.0015,16,563,579
3/19/12 9:00,1,0,1,1,20.5,24.24,72,11.0014,55,276,331
3/19/12 10:00,1,0,1,1,21.32,25,72,8.9981,56,128,184
3/19/12 11:00,1,0,1,1,22.96,26.515,68,11.0014,56,145,201
3/19/12 12:00,1,0,1,1,24.6,30.305,64,16.9979,71,211,282
3/19/12 13:00,1,0,1,1,25.42,30.305,61,16.9979,69,194,263
3/19/12 14:00,1,0,1,2,26.24,31.06,57,12.998,60,200,260
3/19/12 15:00,1,0,1,1,26.24,31.06,57,15.0013,97,189,286
3/19/12 16:00,1,0,1,1,27.06,31.06,50,15.0013,65,320,385
3/19/12 17:00,1,0,1,1,26.24,31.06,53,15.0013,106,615,721
3/19/12 18:00,1,0,1,1,26.24,31.06,57,16.9979,120,681,801
3/19/12 19:00,1,0,1,1,25.42,30.305,61,15.0013,86,463,549
3/19/12 20:00,1,0,1,1,24.6,30.305,64,15.0013,34,296,330
3/19/12 21:00,1,0,1,1,24.6,30.305,64,11.0014,33,190,223
3/19/12 22:00,1,0,1,2,22.96,26.515,73,11.0014,17,131,148
3/19/12 23:00,1,0,1,2,22.96,26.515,78,8.9981,9,45,54
4/18/12 0:00,2,0,1,1,22.14,25.76,32,11.0014,3,35,38
4/18/12 1:00,2,0,1,1,21.32,25,34,12.998,1,13,14
4/18/12 2:00,2,0,1,2,20.5,24.24,42,12.998,1,8,9
4/18/12 3:00,2,0,1,2,20.5,24.24,42,15.0013,0,6,6
4/18/12 4:00,2,0,1,2,20.5,24.24,42,19.0012,0,7,7
4/18/12 5:00,2,0,1,2,20.5,24.24,39,19.0012,0,34,34
4/18/12 6:00,2,0,1,2,20.5,24.24,39,19.0012,6,128,134
4/18/12 7:00,2,0,1,2,20.5,24.24,39,12.998,10,408,418
4/18/12 8:00,2,0,1,3,20.5,24.24,39,12.998,25,551,576
4/18/12 9:00,2,0,1,3,19.68,23.485,44,19.9995,20,245,265
4/18/12 10:00,2,0,1,3,19.68,23.485,47,15.0013,31,116,147
4/18/12 11:00,2,0,1,3,18.86,22.725,47,16.9979,14,105,119
4/18/12 12:00,2,0,1,3,18.86,22.725,51,7.0015,15,95,110
4/18/12 13:00,2,0,1,3,18.86,22.725,59,0,13,51,64
4/18/12 14:00,2,0,1,3,18.04,21.97,72,7.0015,8,43,51
4/18/12 15:00,2,0,1,3,17.22,21.21,77,12.998,10,88,98
4/18/12 16:00,2,0,1,2,17.22,21.21,77,15.0013,36,199,235
4/18/12 17:00,2,0,1,2,17.22,21.21,77,12.998,46,442,488
4/18/12 18:00,2,0,1,2,17.22,21.21,77,0,27,478,505
4/18/12 19:00,2,0,1,2,17.22,21.21,77,8.9981,26,342,368
4/18/12 20:00,2,0,1,2,17.22,21.21,77,7.0015,8,252,260
